id,true_label,pred_label,method,method_full,alpha_adaptive,top_tokens,text
285,1,1,Attention,attention,,"[[""Ġstrong"", 0.3982214658790488], [""Ġa"", 0.3982214658790488], [""Ġproject"", 0.038439579465427365], [""Ġlayers"", 0.038439579465427365], [""Ġwork"", 0.019763024436083274], [""Ġmy"", 0.019763024436083274], [""Ġalso"", 0.01049806615851316], [""Ġfeel"", 0.01049806615851316], [""Ġon"", 0.007383164882012972], [""Ġmy"", 0.007383164882012972]]",i also feel drawing is a strong aspect of my work this can be seen on my layers project with the hand drawn letters
285,1,1,Integrated Gradients,ig,,"[[""Ġstrong"", 0.2568567267078934], [""Ġa"", 0.12963589561992392], [""Ġlayers"", 0.11231381834789869], [""Ġaspect"", 0.10459496793701671], [""Ġfeel"", 0.06971957463106422], [""Ġproject"", 0.044663383276637075], [""Ġmy"", 0.041463250205557224], [""i"", 0.033336074307341916], [""Ġalso"", 0.026000792224410936], [""Ġdrawing"", 0.024329202140527587]]",i also feel drawing is a strong aspect of my work this can be seen on my layers project with the hand drawn letters
285,1,1,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġstrong"", 0.35384907418813033], [""Ġa"", 0.29618231009154333], [""Ġlayers"", 0.07174700608485149], [""Ġaspect"", 0.049115763858647084], [""Ġproject"", 0.0410823606260558], [""Ġfeel"", 0.03561946138664537], [""Ġmy"", 0.020936285237920488], [""Ġalso"", 0.015802575346251468], [""Ġwork"", 0.014755428449874777], [""Ġmy"", 0.013734824948371027]]",i also feel drawing is a strong aspect of my work this can be seen on my layers project with the hand drawn letters
285,1,1,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.43150140290466144,"[[""Ġstrong"", 0.31785580998149854], [""Ġa"", 0.24553094598668482], [""Ġlayers"", 0.08043698063159824], [""Ġaspect"", 0.06233475647826791], [""Ġfeel"", 0.04416541064302815], [""Ġproject"", 0.04197780320069671], [""Ġmy"", 0.02675764557733732], [""Ġalso"", 0.019311344178129384], [""i"", 0.019010816429294558], [""Ġdrawing"", 0.016818539658291626]]",i also feel drawing is a strong aspect of my work this can be seen on my layers project with the hand drawn letters
286,4,0,Attention,attention,,"[[""Ġassaulted"", 0.42614249432667645], [""Ġa"", 0.42614249432667645], [""Ġdynamic"", 0.0727743064439201], [""Ġwildly"", 0.0727743064439201], [""Ġfeeling"", 0.0007285167293205229], [""Ġcomes"", 0.0007285167293205229], [""Ġsound"", 0.0002894155499252803], [""Ġyou"", 0.00013616445956436847], [""Ġre"", 0.00013616445956436847], [""Ġof"", 2.944052970171347e-05]]",i did it for everyone by the feeling comes on and you re assaulted a wall of wildly dynamic sound
286,4,0,Integrated Gradients,ig,,"[[""Ġassaulted"", 0.3866888866298697], [""Ġa"", 0.14602690093805556], [""Ġre"", 0.08765147096105842], [""Ġwall"", 0.08477445390425861], [""Ġdynamic"", 0.04135983142915563], [""Ġdid"", 0.03726070269027216], [""i"", 0.034243753981781186], [""Ġwildly"", 0.02066427254130778], [""Ġyou"", 0.019894124407246524], [""Ġfeeling"", 0.019528982659212452]]",i did it for everyone by the feeling comes on and you re assaulted a wall of wildly dynamic sound
286,4,0,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġassaulted"", 0.43849712832356436], [""Ġa"", 0.32213131562609454], [""Ġdynamic"", 0.05948773539952618], [""Ġwildly"", 0.04948093884505616], [""Ġre"", 0.03828515831186092], [""Ġwall"", 0.0368300134362279], [""Ġdid"", 0.013842360640444307], [""i"", 0.012391083072445045], [""Ġfeeling"", 0.005701743926052411], [""Ġyou"", 0.0055228644444143896]]",i did it for everyone by the feeling comes on and you re assaulted a wall of wildly dynamic sound
286,4,0,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.4667631080982729,"[[""Ġassaulted"", 0.4051043751841211], [""Ġa"", 0.27677452593492025], [""Ġdynamic"", 0.05602294942632263], [""Ġre"", 0.046802554492248065], [""Ġwall"", 0.04521860806572073], [""Ġwildly"", 0.044987313928797484], [""Ġdid"", 0.01987192795389885], [""i"", 0.018269005303328978], [""Ġfeeling"", 0.01075361874808041], [""Ġyou"", 0.01067183761238521]]",i did it for everyone by the feeling comes on and you re assaulted a wall of wildly dynamic sound
287,2,2,Attention,attention,,"[[""Ġlonging"", 0.4858858062183135], [""Ġto"", 0.4858858062183135], [""Ġwith"", 0.008384363872362651], [""Ġrelationship"", 0.008384363872362651], [""Ġstrengthen"", 0.003683979777977211], [""Ġmy"", 0.003683979777977211], [""Ġher"", 0.0032217567116004215], [""Ġa"", 0.0001462143196513184], [""Ġfeel"", 0.0001462143196513184], [""Ġwith"", 0.00011643822909010214]]",i can t help but feel a connection with this archetype and a longing to strengthen my relationship with her
287,2,2,Integrated Gradients,ig,,"[[""Ġlonging"", 0.39104504100403975], [""Ġa"", 0.12356303768009909], [""Ġto"", 0.11313484648680035], [""Ġfeel"", 0.08463314439119092], [""i"", 0.044876197177109764], [""Ġbut"", 0.03433340802846122], [""Ġhelp"", 0.034236819965586446], [""Ġstrengthen"", 0.02609765628697189], [""Ġarchetype"", 0.021146857917473956], [""Ġa"", 0.019981948756265765]]",i can t help but feel a connection with this archetype and a longing to strengthen my relationship with her
287,2,2,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġlonging"", 0.4696157800642617], [""Ġto"", 0.3408748884226568], [""Ġa"", 0.05410452710118222], [""Ġfeel"", 0.03612037997875757], [""i"", 0.017641390681295947], [""Ġbut"", 0.012761080324517176], [""Ġhelp"", 0.012716336254016147], [""Ġstrengthen"", 0.011127468808596521], [""Ġrelationship"", 0.007050636235547059], [""Ġarchetype"", 0.006633886371750612]]",i can t help but feel a connection with this archetype and a longing to strengthen my relationship with her
287,2,2,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.4022250190568283,"[[""Ġlonging"", 0.4291923695997152], [""Ġto"", 0.26306460836825923], [""Ġa"", 0.07388820718680729], [""Ġfeel"", 0.05065038733311299], [""i"", 0.026843313704243515], [""Ġbut"", 0.020543509613529076], [""Ġhelp"", 0.02048577168608477], [""Ġstrengthen"", 0.017082314826007923], [""Ġarchetype"", 0.012648474023437124], [""Ġa"", 0.012003520094492334]]",i can t help but feel a connection with this archetype and a longing to strengthen my relationship with her
288,4,4,Attention,attention,,"[[""Ġthat"", 0.49411453519089676], [""Ġfrightened"", 0.49411453519089676], [""Ġam"", 0.004779488951387187], [""Ġeven"", 0.004779488951387187], [""Ġall"", 0.0005446421359358801], [""Ġat"", 0.0005446421359358801], [""Ġsometimes"", 0.00022527512936418976], [""Ġi"", 0.00022527512936418976], [""Ġg"", 0.00011367773530262483], [""rieve"", 0.00011367773530262483]]",i seem to be able to feel sometimes i am even frightened that someday i may not grieve at all
288,4,4,Integrated Gradients,ig,,"[[""Ġfrightened"", 0.3904208515700059], [""Ġthat"", 0.12710857402935766], [""Ġeven"", 0.1114784716812936], [""Ġfeel"", 0.08623044391968944], [""Ġable"", 0.033882209973066464], [""Ġsometimes"", 0.03314731235254856], [""i"", 0.030791621227179843], [""Ġto"", 0.028956278812679166], [""Ġsomeday"", 0.017766490471797694], [""Ġbe"", 0.017021598385966993]]",i seem to be able to feel sometimes i am even frightened that someday i may not grieve at all
288,4,4,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġfrightened"", 0.4623311687027844], [""Ġthat"", 0.34956391520906066], [""Ġeven"", 0.049263540993954205], [""Ġfeel"", 0.03560689896563046], [""Ġable"", 0.013224046264265581], [""Ġsometimes"", 0.012984520534817232], [""i"", 0.011842865596985873], [""Ġto"", 0.011078417591393835], [""Ġsomeday"", 0.006265061736090545], [""Ġbe"", 0.006003247907804024]]",i seem to be able to feel sometimes i am even frightened that someday i may not grieve at all
288,4,4,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.42019714645435746,"[[""Ġfrightened"", 0.4339926415328452], [""Ġthat"", 0.2813234316411752], [""Ġeven"", 0.06664386360860418], [""Ġfeel"", 0.05001341936263901], [""Ġable"", 0.01968699498479903], [""Ġsometimes"", 0.01931356625590235], [""i"", 0.017854730401590725], [""Ġto"", 0.01680569499915018], [""Ġsomeday"", 0.010302998980017913], [""Ġbe"", 0.009911164274074031]]",i seem to be able to feel sometimes i am even frightened that someday i may not grieve at all
289,1,1,Attention,attention,,"[[""Ġat"", 0.4517454344050648], [""Ġtalented"", 0.4517454344050648], [""ically"", 0.05931140471994127], [""Ġfunny"", 0.014237267239754811], [""Ġi"", 0.014237267239754811], [""Ġwas"", 0.0017684704753513556], [""Ġi"", 0.0017684704753513556], [""Ġmuch"", 0.0017420166792329597], [""Ġartist"", 0.0017420166792329597], [""i"", 0.00025336122553971095]]",i find it funny i chose art history over art because i did not feel i was talented at much artistically
289,1,1,Integrated Gradients,ig,,"[[""Ġtalented"", 0.2002927816095155], [""Ġfeel"", 0.1579227793747139], [""Ġat"", 0.08929560817048424], [""Ġfunny"", 0.07571248073696696], [""Ġwas"", 0.07486128949162814], [""i"", 0.05354177206311171], [""Ġnot"", 0.039423633954321774], [""Ġfind"", 0.03804668795468937], [""Ġit"", 0.03641502162242599], [""Ġi"", 0.03472942965672908]]",i find it funny i chose art history over art because i did not feel i was talented at much artistically
289,1,1,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġtalented"", 0.35681879591500976], [""Ġat"", 0.3084292269108847], [""Ġfeel"", 0.06730170683785515], [""ically"", 0.04675639173124395], [""Ġfunny"", 0.039908498265377665], [""Ġwas"", 0.03205345543252266], [""i"", 0.02184975250428218], [""Ġi"", 0.02081749597235537], [""Ġnot"", 0.015641629408950447], [""Ġfind"", 0.015018397051916346]]",i find it funny i chose art history over art because i did not feel i was talented at much artistically
289,1,1,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.4601053214914841,"[[""Ġtalented"", 0.31598748526389825], [""Ġat"", 0.2560607019946785], [""Ġfeel"", 0.0853374013362232], [""Ġfunny"", 0.04742740786707454], [""ically"", 0.04314230482595291], [""Ġwas"", 0.04123089449942524], [""i"", 0.029023490662920363], [""Ġi"", 0.023784660466108925], [""Ġnot"", 0.021360343315946714], [""Ġfind"", 0.02059934601738653]]",i find it funny i chose art history over art because i did not feel i was talented at much artistically
290,1,1,Attention,attention,,"[[""Ġto"", 0.42528883657053657], [""Ġimportant"", 0.42528883657053657], [""Ġits"", 0.019781143821084122], [""Ġreally"", 0.019781143821084122], [""Ġfeel"", 0.017822785771938427], [""Ġlike"", 0.017822785771938427], [""ize"", 0.010393365267965578], [""Ġhave"", 0.00947559392051914], [""Ġsomeone"", 0.00947559392051914], [""Ġdown"", 0.005270153899282012]]",i feel like its really important to have someone that can easily calm you down and that can help you rationalize
290,1,1,Integrated Gradients,ig,,"[[""Ġimportant"", 0.3363538577195186], [""Ġreally"", 0.1022408563048687], [""Ġto"", 0.09305510917896986], [""Ġcalm"", 0.0749090379613357], [""Ġfeel"", 0.07300127742738313], [""i"", 0.05499790697808311], [""Ġlike"", 0.03896354205296767], [""Ġeasily"", 0.030716191645249812], [""Ġhave"", 0.028957252255206165], [""Ġits"", 0.027513615293474316]]",i feel like its really important to have someone that can easily calm you down and that can help you rationalize
290,1,1,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġimportant"", 0.40742092314627315], [""Ġto"", 0.29826408141837946], [""Ġreally"", 0.05528774559821072], [""Ġfeel"", 0.04097597296030263], [""Ġcalm"", 0.03395684784249175], [""Ġlike"", 0.02570482292221778], [""i"", 0.02420403815942397], [""Ġits"", 0.0217611053307476], [""Ġhave"", 0.01612907469006018], [""Ġeasily"", 0.014129571459990553]]",i feel like its really important to have someone that can easily calm you down and that can help you rationalize
290,1,1,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.4682198706157399,"[[""Ġimportant"", 0.37799498201035575], [""Ġto"", 0.24861354203243421], [""Ġreally"", 0.06363158039469997], [""Ġfeel"", 0.04716561120369913], [""Ġcalm"", 0.04212902863115072], [""i"", 0.03091090603967436], [""Ġlike"", 0.029065019882345267], [""Ġits"", 0.02389311850113188], [""Ġhave"", 0.019835552710358955], [""Ġeasily"", 0.018628151099323836]]",i feel like its really important to have someone that can easily calm you down and that can help you rationalize
291,4,4,Attention,attention,,"[[""Ġmore"", 0.49853728349628995], [""Ġterrified"", 0.49853728349628995], [""Ġeven"", 0.001181096581412843], [""Ġfeel"", 0.001181096581412843], [""Ġhigh"", 8.678201817488771e-05], [""Ġhow"", 8.678201817488771e-05], [""Ġknew"", 7.537952528780452e-05], [""Ġif"", 7.537952528780452e-05], [""i"", 5.5383335056528666e-05], [""Ġi"", 2.3319896790054416e-05]]",i knew if i looked out over the city id see how high up i was coupled with how fast it was moving i would feel even more terrified
291,4,4,Integrated Gradients,ig,,"[[""Ġterrified"", 0.35600607217117375], [""Ġmore"", 0.15652543641004482], [""Ġfeel"", 0.07889499916398993], [""i"", 0.06150502628702493], [""Ġknew"", 0.05025789946228414], [""Ġeven"", 0.028724083128610543], [""Ġlooked"", 0.028129718137832653], [""Ġwould"", 0.02382750730840895], [""Ġif"", 0.02125045277254707], [""Ġout"", 0.017687827298054765]]",i knew if i looked out over the city id see how high up i was coupled with how fast it was moving i would feel even more terrified
291,4,4,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġterrified"", 0.46340445150883275], [""Ġmore"", 0.3700419896782384], [""Ġfeel"", 0.03528740585185013], [""i"", 0.026472971633848725], [""Ġknew"", 0.021221002831637796], [""Ġeven"", 0.011806027744713548], [""Ġlooked"", 0.010824299457113674], [""Ġwould"", 0.008819610775861807], [""Ġif"", 0.007644714466402388], [""Ġout"", 0.005932914289658935]]",i knew if i looked out over the city id see how high up i was coupled with how fast it was moving i would feel even more terrified
291,4,4,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.49265568608617094,"[[""Ġterrified"", 0.42622488387524193], [""Ġmore"", 0.3250195175859175], [""Ġfeel"", 0.040608803168736565], [""i"", 0.0312315102787727], [""Ġknew"", 0.02553519567319026], [""Ġeven"", 0.015154874194338685], [""Ġlooked"", 0.01427566232197975], [""Ġwould"", 0.012100239027414049], [""Ġif"", 0.010818432533993633], [""Ġout"", 0.008974505091056332]]",i knew if i looked out over the city id see how high up i was coupled with how fast it was moving i would feel even more terrified
292,4,4,Attention,attention,,"[[""Ġfeel"", 0.4957802869797062], [""Ġreluctant"", 0.4957802869797062], [""Ġseeking"", 0.0016230469699673494], [""Ġhelp"", 0.0016230469699673494], [""i"", 0.0007787940842728913], [""Ġthink"", 0.0005810273477126965], [""Ġif"", 0.0005810273477126965], [""Ġbecause"", 0.00039659973664382426], [""Ġi"", 0.00039659973664382426], [""Ġhad"", 0.00026543897288670273]]",i feel reluctant seeking help because i think if i only had read or really delved into learning things i wouldn t be into this predicament
292,4,4,Integrated Gradients,ig,,"[[""Ġreluctant"", 0.46811817643541753], [""Ġseeking"", 0.168648844062244], [""Ġfeel"", 0.12247026688917861], [""Ġhelp"", 0.04166550189992499], [""i"", 0.030946272817714497], [""Ġthink"", 0.01762804329529093], [""Ġbecause"", 0.016769830474143214], [""Ġi"", 0.012947701355272722], [""Ġread"", 0.011699916921570483], [""Ġif"", 0.011506735449898319]]",i feel reluctant seeking help because i think if i only had read or really delved into learning things i wouldn t be into this predicament
292,4,4,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġreluctant"", 0.4952562517787652], [""Ġfeel"", 0.3487327835712499], [""Ġseeking"", 0.07156210072710383], [""Ġhelp"", 0.01773264252893244], [""i"", 0.012681676318443434], [""Ġthink"", 0.006917190077975916], [""Ġbecause"", 0.006442634848603761], [""Ġi"", 0.00482239761016931], [""Ġif"", 0.00432230889773023], [""Ġread"", 0.004214686492566378]]",i feel reluctant seeking help because i think if i only had read or really delved into learning things i wouldn t be into this predicament
292,4,4,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.5213845396990029,"[[""Ġreluctant"", 0.4825407732086544], [""Ġfeel"", 0.31710833987910386], [""Ġseeking"", 0.08156417572742829], [""Ġhelp"", 0.020787984967850955], [""i"", 0.015217415804399587], [""Ġthink"", 0.00873999273222129], [""Ġbecause"", 0.00823308110268653], [""Ġi"", 0.0064037510151284845], [""Ġif"", 0.005810240160154602], [""Ġread"", 0.005738156899597591]]",i feel reluctant seeking help because i think if i only had read or really delved into learning things i wouldn t be into this predicament
293,1,1,Attention,attention,,"[[""Ġcreative"", 0.9770135403566544], [""Ġagain"", 0.01089445819062534], [""Ġfeeling"", 0.01089445819062534], [""Ġthe"", 0.00034891161209175644], [""Ġkitchen"", 0.00034891161209175644], [""i"", 0.00018120022920147387], [""Ġin"", 0.0001592599043549644], [""Ġam"", 0.0001592599043549644]]",i am in the kitchen again feeling creative
293,1,1,Integrated Gradients,ig,,"[[""Ġcreative"", 0.4800546454130313], [""Ġfeeling"", 0.2793008360020483], [""i"", 0.10026300597085595], [""Ġagain"", 0.04863584486185119], [""Ġam"", 0.03472374414888189], [""Ġkitchen"", 0.02819004170885615], [""Ġin"", 0.01521913145435538], [""Ġthe"", 0.013612750440119885]]",i am in the kitchen again feeling creative
293,1,1,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġcreative"", 0.796238770422039], [""Ġfeeling"", 0.12571257594480664], [""i"", 0.038909129974216174], [""Ġagain"", 0.022170657075450306], [""Ġam"", 0.009476395993337213], [""Ġkitchen"", 0.006657455005085262], [""Ġin"", 0.0007210793966915974], [""Ġthe"", 0.00011393618837377905]]",i am in the kitchen again feeling creative
293,1,1,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.5283152489695857,"[[""Ġcreative"", 0.7426056077228217], [""Ġfeeling"", 0.1374976536835817], [""i"", 0.047388261853128055], [""Ġagain"", 0.028696494766185104], [""Ġam"", 0.016462800049729324], [""Ġkitchen"", 0.013481148130189443], [""Ġin"", 0.00726277166696693], [""Ġthe"", 0.006605262127397747]]",i am in the kitchen again feeling creative
294,1,1,Attention,attention,,"[[""Ġradiant"", 0.4886703236946336], [""Ġabout"", 0.4886703236946336], [""Ġit"", 0.01044106112277677], [""Ġtoo"", 0.01044106112277677], [""Ġfeeling"", 0.0008385961360645384], [""Ġpositively"", 0.0008385961360645384], [""im"", 0.00010003809305020043]]",im feeling positively radiant about it too
294,1,1,Integrated Gradients,ig,,"[[""Ġradiant"", 0.44883335291289994], [""Ġabout"", 0.18789220710015622], [""Ġpositively"", 0.18051958721235262], [""Ġfeeling"", 0.07614291830995483], [""im"", 0.06435943010970548], [""Ġtoo"", 0.03369781854930486], [""Ġit"", 0.008554685805626017]]",im feeling positively radiant about it too
294,1,1,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġradiant"", 0.4806768609533279], [""Ġabout"", 0.369651918109941], [""Ġpositively"", 0.0736108766180675], [""Ġfeeling"", 0.029200809884521808], [""im"", 0.023743739330386798], [""Ġtoo"", 0.0169068333570684], [""Ġit"", 0.006208961746686662]]",im feeling positively radiant about it too
294,1,1,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.4302902028700336,"[[""Ġradiant"", 0.46597481115229966], [""Ġabout"", 0.3173140839084605], [""Ġpositively"", 0.10320461711024792], [""Ġfeeling"", 0.04374020624476121], [""im"", 0.036709243282553865], [""Ġtoo"", 0.02369066367814493], [""Ġit"", 0.009366374623531838]]",im feeling positively radiant about it too
295,0,0,Attention,attention,,"[[""Ġvery"", 0.4934951634621411], [""Ġunpleasant"", 0.4934951634621411], [""Ġfeel"", 0.0063801091014459976], [""Ġstill"", 0.0063801091014459976], [""Ġdidn"", 6.400958670850494e-05], [""Ġt"", 6.400958670850494e-05], [""Ġi"", 3.5242042036597516e-05], [""Ġand"", 3.5242042036597516e-05], [""Ġof"", 9.236087414233811e-06], [""Ġway"", 9.236087414233811e-06]]",i still feel very unpleasant and i didn t get much in the way of sleep
295,0,0,Integrated Gradients,ig,,"[[""Ġunpleasant"", 0.48558112152879634], [""Ġvery"", 0.12645906746943095], [""Ġand"", 0.11099083534757259], [""i"", 0.045881501532115454], [""Ġstill"", 0.039475336939207066], [""Ġfeel"", 0.03547973349416734], [""Ġdidn"", 0.025103530154822654], [""Ġmuch"", 0.021232156086889324], [""Ġway"", 0.018609935594008333], [""Ġi"", 0.017321841632087973]]",i still feel very unpleasant and i didn t get much in the way of sleep
295,0,0,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġunpleasant"", 0.521010990850436], [""Ġvery"", 0.35132363167965436], [""Ġand"", 0.04793256558200116], [""Ġstill"", 0.017948057715484092], [""i"", 0.01714765819441194], [""Ġfeel"", 0.016060110736960766], [""Ġdidn"", 0.00736755134107217], [""Ġmuch"", 0.005502951858178621], [""Ġway"", 0.004266423540056354], [""Ġi"", 0.0036733951966099474]]",i still feel very unpleasant and i didn t get much in the way of sleep
295,0,0,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.4775869117378938,"[[""Ġunpleasant"", 0.48936076437510667], [""Ġvery"", 0.30175070305092255], [""Ġand"", 0.05799989620073594], [""i"", 0.02396972994960419], [""Ġstill"", 0.023669489282908785], [""Ġfeel"", 0.02158213374771487], [""Ġdidn"", 0.013144982855299546], [""Ġmuch"", 0.01109438783342378], [""Ġway"", 0.009726484960489492], [""Ġi"", 0.009065987919425795]]",i still feel very unpleasant and i didn t get much in the way of sleep
296,1,1,Attention,attention,,"[[""Ġis"", 0.4417690938482251], [""Ġvital"", 0.4417690938482251], [""Ġthat"", 0.02489409411537417], [""Ġperson"", 0.02489409411537417], [""Ġas"", 0.007936390158435202], [""Ġthe"", 0.007936390158435202], [""Ġacknowledge"", 0.006052807871945328], [""Ġwe"", 0.006052807871945328], [""Ġand"", 0.0042001536426106495], [""Ġpersonal"", 0.0042001536426106495]]",i feel it is vital we acknowledge that person as the pinnacle of strength conditioning and personal sacrifice he undoubtedly must be
296,1,1,Integrated Gradients,ig,,"[[""Ġvital"", 0.4437185052080134], [""Ġis"", 0.12850623629381117], [""Ġwe"", 0.09986474031546602], [""Ġfeel"", 0.0689300934940983], [""Ġit"", 0.0587040916222282], [""i"", 0.04443894884766363], [""Ġacknowledge"", 0.03633403399114509], [""Ġthat"", 0.015755100344850535], [""Ġperson"", 0.013012057946900892], [""Ġpinnacle"", 0.009735597620609094]]",i feel it is vital we acknowledge that person as the pinnacle of strength conditioning and personal sacrifice he undoubtedly must be
296,1,1,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġvital"", 0.4655527579019477], [""Ġis"", 0.32382039235407345], [""Ġwe"", 0.045957065565037376], [""Ġfeel"", 0.030872452494920453], [""Ġit"", 0.02627442260100272], [""Ġthat"", 0.01959642589333161], [""Ġperson"", 0.018363041516515563], [""i"", 0.017725164289405976], [""Ġacknowledge"", 0.01739105408556606], [""Ġthe"", 0.0061408491395612405]]",i feel it is vital we acknowledge that person as the pinnacle of strength conditioning and personal sacrifice he undoubtedly must be
296,1,1,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.4530402633618068,"[[""Ġvital"", 0.44283534337217445], [""Ġis"", 0.27042692378173505], [""Ġwe"", 0.05736415773477338], [""Ġfeel"", 0.03956875616706948], [""Ġit"", 0.03397554487636974], [""i"", 0.024582597731585328], [""Ġacknowledge"", 0.022615419335184406], [""Ġthat"", 0.019895432489510475], [""Ġperson"", 0.01839509874194054], [""Ġthe"", 0.008390148156582485]]",i feel it is vital we acknowledge that person as the pinnacle of strength conditioning and personal sacrifice he undoubtedly must be
297,1,2,Attention,attention,,"[[""Ġfeeling"", 0.4999418640015575], [""Ġpassionate"", 0.4999418640015575], [""Ġbut"", 5.7156117981505614e-05], [""Ġnervous"", 5.7156117981505614e-05], [""im"", 1.9597609220156826e-06]]",im nervous but feeling passionate
297,1,2,Integrated Gradients,ig,,"[[""Ġpassionate"", 0.3491903159435807], [""Ġfeeling"", 0.2377281944278978], [""Ġnervous"", 0.22999785283999308], [""Ġbut"", 0.09596726419436637], [""im"", 0.08711637259416208]]",im nervous but feeling passionate
297,1,2,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġpassionate"", 0.48569723044915136], [""Ġfeeling"", 0.4067046437811447], [""Ġnervous"", 0.10129242989502488], [""Ġbut"", 0.006305695874679142], [""im"", 0.0]]",im nervous but feeling passionate
297,1,2,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.5060207683537322,"[[""Ġpassionate"", 0.42547373012239276], [""Ġfeeling"", 0.3704137569784127], [""Ġnervous"", 0.11364308480892826], [""Ġbut"", 0.0474347576126646], [""im"", 0.04303467047760171]]",im nervous but feeling passionate
298,0,0,Attention,attention,,"[[""Ġand"", 0.4540146133421993], [""Ġdamaged"", 0.4540146133421993], [""Ġam"", 0.03252919522082898], [""Ġbrain"", 0.03252919522082898], [""Ġlike"", 0.005903868230638676], [""Ġfeel"", 0.005903868230638676], [""i"", 0.0038492648612491525], [""Ġwant"", 0.0016334780869181442], [""Ġto"", 0.0016334780869181442], [""Ġsometimes"", 0.0014563599484095791]]",i feel like sometimes people think i am brain damaged and will not want to hire me
298,0,0,Integrated Gradients,ig,,"[[""Ġdamaged"", 0.5151550472045267], [""Ġbrain"", 0.12307389325309057], [""Ġand"", 0.12062228394278772], [""Ġfeel"", 0.03476482902322962], [""i"", 0.025562409434524053], [""Ġwant"", 0.025013614580531106], [""Ġme"", 0.021130357064480673], [""Ġthink"", 0.020938882255149487], [""Ġwill"", 0.016108976940520003], [""Ġlike"", 0.013580182142587303]]",i feel like sometimes people think i am brain damaged and will not want to hire me
298,0,0,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġdamaged"", 0.5232740149924722], [""Ġand"", 0.3281471067219265], [""Ġbrain"", 0.0747142642765153], [""Ġam"", 0.01985239921282451], [""Ġfeel"", 0.014952611617546656], [""i"", 0.009159992037003432], [""Ġwant"", 0.0075498770815122015], [""Ġthink"", 0.005077998524466018], [""Ġme"", 0.00488722823036915], [""Ġlike"", 0.0044751683389496885]]",i feel like sometimes people think i am brain damaged and will not want to hire me
298,0,0,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.45271283204434276,"[[""Ġdamaged"", 0.48747598823829263], [""Ġand"", 0.2715532695670558], [""Ġbrain"", 0.0820831465803056], [""Ġfeel"", 0.021699101727295035], [""Ġam"", 0.021374333219197243], [""i"", 0.015732590262168524], [""Ġwant"", 0.014429126774924295], [""Ġthink"", 0.011856930110075365], [""Ġme"", 0.011747812785879379], [""Ġlike"", 0.010105016331847655]]",i feel like sometimes people think i am brain damaged and will not want to hire me
299,0,0,Attention,attention,,"[[""Ġout"", 0.40799140836818243], [""Ġdespair"", 0.40799140836818243], [""ing"", 0.06765311840003846], [""Ġthat"", 0.06765311840003846], [""Ġfreak"", 0.013694785818231801], [""Ġi"", 0.013694785818231801], [""Ġmy"", 0.005778974128305655], [""Ġbody"", 0.005778974128305655], [""Ġshin"", 0.0022390120228547566], [""Ġmy"", 0.0022390120228547566]]",i feel a twinge in my knee or my shin i freak out despairing that my body is falling apart
